version	model	desc	fcst_lead	fcst_valid_beg	fcst_valid_end	fcst_init_beg	obs_lead	obs_valid_beg	obs_valid_end	fcst_var	fcst_units	fcst_lev	obs_var	obs_units	obs_lev	obtype	vx_mask	interp_mthd	interp_pnts	fcst_thresh	obs_thresh	cov_thresh	alpha	line_type	total	n_ens	crps	crpss	ign	me	rmse	spread	me_oerr	rmse_oerr	spread_oerr	spread_plus_oerr	crpscl	crps_emp	crpscl_emp	crpss_emp	crps_emp_fair	spread_md	mae	mae_oerr	bias_ratio	n_ge_obs	me_ge_obs	n_lt_obs	me_lt_obs	stat_name	stat_value
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	280000	2022-05-07 04:00:00	2022-05-07 04:00:00	2022-05-06	0	2022-05-07 03:30:01	2022-05-07 04:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4095	10.0	1.12376	NA	2.23929	0.7737	1.97921	1.16891	0.77114	2.0092	1.6773	1.67522	NA	1.15501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-06 04:00:00	2022-05-06 04:00:00	2022-05-06	0	2022-05-06 03:30:01	2022-05-06 04:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4171	10.0	0.85957	NA	2.19706	0.17256	1.64871	0.57538	0.16626	1.68239	1.23153	1.24139	NA	0.88487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-06 04:00:00	2022-05-06 04:00:00	2022-05-06	0	2022-05-06 03:30:01	2022-05-06 04:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4098	10.0	0.98666	NA	2.46644	0.55364	2.13098	0.92664	0.55455	2.15866	1.44197	1.43829	NA	1.01567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	40000	2022-05-06 04:00:00	2022-05-06 04:00:00	2022-05-06	0	2022-05-06 03:30:01	2022-05-06 04:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4115	10.0	1.02869	NA	2.13551	0.76665	1.75912	0.9603	0.76537	1.79757	1.53562	1.53694	NA	1.05864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	130000	2022-05-06 13:00:00	2022-05-06 13:00:00	2022-05-06	0	2022-05-06 12:30:01	2022-05-06 13:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4286	10.0	0.89701	NA	2.16018	0.21347	1.63719	0.64449	0.20648	1.67319	1.27408	1.2749	NA	0.92344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	130000	2022-05-06 13:00:00	2022-05-06 13:00:00	2022-05-06	0	2022-05-06 12:30:01	2022-05-06 13:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4210	10.0	0.88274	NA	2.13336	0.059424	1.78549	0.83376	0.060781	1.82393	1.38642	1.38028	NA	0.9101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	130000	2022-05-06 13:00:00	2022-05-06 13:00:00	2022-05-06	0	2022-05-06 12:30:01	2022-05-06 13:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4213	10.0	1.01103	NA	2.13704	0.6914	1.76612	0.91331	0.69125	1.80992	1.50618	1.50802	NA	1.04176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-06 18:00:00	2022-05-06 18:00:00	2022-05-06	0	2022-05-06 17:30:01	2022-05-06 18:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	3004	10.0	1.03723	NA	2.27189	-0.28571	1.86201	1.34066	-0.29716	1.90154	1.72972	1.73418	NA	1.06792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-06 18:00:00	2022-05-06 18:00:00	2022-05-06	0	2022-05-06 17:30:01	2022-05-06 18:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	2958	10.0	1.26838	NA	2.85307	0.80936	2.39919	1.13289	0.8091	2.42076	1.56899	1.57906	NA	1.29948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	180000	2022-05-06 18:00:00	2022-05-06 18:00:00	2022-05-06	0	2022-05-06 17:30:01	2022-05-06 18:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	2858	10.0	1.02756	NA	2.13601	0.28333	1.802	1.04697	0.2805	1.84289	1.60205	1.59253	NA	1.05908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	270000	2022-05-07 03:00:00	2022-05-07 03:00:00	2022-05-06	0	2022-05-07 02:30:01	2022-05-07 03:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4258	10.0	1.10109	NA	4.35658	-0.52971	2.07806	0.82782	-0.53586	2.10858	1.3761	1.37669	NA	1.12892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	270000	2022-05-07 03:00:00	2022-05-07 03:00:00	2022-05-06	0	2022-05-07 02:30:01	2022-05-07 03:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4180	10.0	1.51372	NA	3.29503	1.08424	2.99483	1.23914	1.08674	3.01522	1.65561	1.65694	NA	1.55325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	270000	2022-05-07 03:00:00	2022-05-07 03:00:00	2022-05-06	0	2022-05-07 02:30:01	2022-05-07 03:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4188	10.0	1.14057	NA	2.28182	0.75959	1.98896	1.1636	0.75719	2.02045	1.66888	1.67152	NA	1.17235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4308	10.0	1.08435	NA	2.75266	-0.29224	2.28538	0.83386	-0.29663	2.30304	1.38516	1.38034	NA	1.11344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4243	10.0	1.372	NA	3.29354	0.86485	2.91878	1.21482	0.86213	2.94212	1.63637	1.63884	NA	1.4023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	300000	2022-05-07 06:00:00	2022-05-07 06:00:00	2022-05-06	0	2022-05-07 05:30:01	2022-05-07 06:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4230	10.0	1.11945	NA	2.25788	0.7413	1.93223	1.14984	0.74244	1.97536	1.65617	1.66196	NA	1.15334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4368	10.0	0.92749	NA	2.19675	0.23394	1.68021	0.67891	0.23281	1.71921	1.29392	1.29264	NA	0.95478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4292	10.0	0.92452	NA	2.34907	0.38416	1.89532	0.80029	0.38067	1.93192	1.36027	1.36032	NA	0.95257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	100000	2022-05-06 10:00:00	2022-05-06 10:00:00	2022-05-06	0	2022-05-06 09:30:01	2022-05-06 10:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4334	10.0	1.02102	NA	2.19706	0.74377	1.79382	0.88081	0.7415	1.82187	1.48735	1.48856	NA	1.05284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4309	10.0	1.05891	NA	2.56189	-0.12326	2.22932	0.88481	-0.12835	2.25643	1.40903	1.4117	NA	1.08922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4230	10.0	1.30543	NA	3.20618	0.80744	2.84987	1.20107	0.80528	2.86608	1.63124	1.62867	NA	1.33749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	330000	2022-05-07 09:00:00	2022-05-07 09:00:00	2022-05-06	0	2022-05-07 08:30:01	2022-05-07 09:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4246	10.0	1.09717	NA	2.2315	0.76305	1.89751	1.14244	0.76436	1.94199	1.64593	1.65686	NA	1.1318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	360000	2022-05-07 12:00:00	2022-05-07 12:00:00	2022-05-06	0	2022-05-07 11:30:01	2022-05-07 12:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4422	10.0	1.0029	NA	2.22678	-0.15919	1.76813	0.8641	-0.15965	1.81035	1.39445	1.39881	NA	1.03101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	360000	2022-05-07 12:00:00	2022-05-07 12:00:00	2022-05-06	0	2022-05-07 11:30:01	2022-05-07 12:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4342	10.0	1.24725	NA	3.07556	0.64126	2.53617	1.19839	0.63729	2.56556	1.63072	1.6267	NA	1.28134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	360000	2022-05-07 12:00:00	2022-05-07 12:00:00	2022-05-06	0	2022-05-07 11:30:01	2022-05-07 12:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4335	10.0	1.09857	NA	2.2523	0.71334	1.92425	1.12692	0.71101	1.96694	1.64629	1.64619	NA	1.12992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4271	10.0	1.0598	NA	3.12026	-0.077732	2.20547	0.89201	-0.085242	2.24407	1.41718	1.41622	NA	1.08768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4192	10.0	1.29211	NA	3.58265	0.79745	2.85838	1.19224	0.80076	2.87781	1.61931	1.62217	NA	1.32572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	340000	2022-05-07 10:00:00	2022-05-07 10:00:00	2022-05-06	0	2022-05-07 09:30:01	2022-05-07 10:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4207	10.0	1.10135	NA	2.24363	0.82872	1.90288	1.11498	0.82719	1.93579	1.6365	1.63804	NA	1.13068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	90000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-06	0	2022-05-06 08:30:01	2022-05-06 09:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4355	10.0	0.93808	NA	2.26047	0.23925	1.71205	0.66476	0.23706	1.75294	1.28327	1.28527	NA	0.96361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	90000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-06	0	2022-05-06 08:30:01	2022-05-06 09:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4282	10.0	0.94687	NA	2.33187	0.40961	1.95141	0.82087	0.40613	1.98576	1.36912	1.37252	NA	0.97469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	90000	2022-05-06 09:00:00	2022-05-06 09:00:00	2022-05-06	0	2022-05-06 08:30:01	2022-05-06 09:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4303	10.0	1.02319	NA	2.18687	0.74893	1.76299	0.8686	0.74711	1.81011	1.48474	1.48138	NA	1.04967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-06 16:00:00	2022-05-06 16:00:00	2022-05-06	0	2022-05-06 15:30:01	2022-05-06 16:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4263	10.0	0.95872	NA	2.11174	-0.12915	1.69149	1.14299	-0.13423	1.73181	1.58232	1.58633	NA	0.98929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-06 16:00:00	2022-05-06 16:00:00	2022-05-06	0	2022-05-06 15:30:01	2022-05-06 16:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4193	10.0	1.02665	NA	2.35514	0.34632	1.96378	1.05113	0.34904	1.99411	1.52385	1.52147	NA	1.05637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	160000	2022-05-06 16:00:00	2022-05-06 16:00:00	2022-05-06	0	2022-05-06 15:30:01	2022-05-06 16:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4109	10.0	1.02881	NA	2.15898	0.38078	1.80523	0.95629	0.3771	1.84209	1.52889	1.53444	NA	1.06304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	220000	2022-05-06 22:00:00	2022-05-06 22:00:00	2022-05-06	0	2022-05-06 21:30:01	2022-05-06 22:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4258	10.0	1.17866	NA	2.41592	-0.6531	2.05119	1.34365	-0.6567	2.07805	1.7297	1.73649	NA	1.21029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	220000	2022-05-06 22:00:00	2022-05-06 22:00:00	2022-05-06	0	2022-05-06 21:30:01	2022-05-06 22:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4187	10.0	1.58908	NA	3.08687	1.08778	2.8801	1.3033	1.09049	2.90006	1.71102	1.70546	NA	1.62682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	220000	2022-05-06 22:00:00	2022-05-06 22:00:00	2022-05-06	0	2022-05-06 21:30:01	2022-05-06 22:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4105	10.0	1.18004	NA	2.31456	0.39878	2.08903	1.22975	0.3931	2.1079	1.7207	1.71822	NA	1.21316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	350000	2022-05-07 11:00:00	2022-05-07 11:00:00	2022-05-06	0	2022-05-07 10:30:01	2022-05-07 11:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4279	10.0	1.06151	NA	3.11849	-0.039877	2.23421	0.89936	-0.047963	2.26508	1.42107	1.42086	NA	1.09102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	350000	2022-05-07 11:00:00	2022-05-07 11:00:00	2022-05-06	0	2022-05-07 10:30:01	2022-05-07 11:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4204	10.0	1.28672	NA	3.34761	0.78533	2.86428	1.19872	0.7881	2.88454	1.6249	1.62694	NA	1.31842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	350000	2022-05-07 11:00:00	2022-05-07 11:00:00	2022-05-06	0	2022-05-07 10:30:01	2022-05-07 11:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4197	10.0	1.08971	NA	2.22743	0.7951	1.8854	1.12057	0.79469	1.92569	1.63732	1.64185	NA	1.12047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-06	0	2022-05-06 05:30:01	2022-05-06 06:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4353	10.0	0.90223	NA	2.13114	0.17268	1.60848	0.60931	0.17115	1.65075	1.25285	1.25748	NA	0.92875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-06	0	2022-05-06 05:30:01	2022-05-06 06:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4277	10.0	0.93197	NA	2.24076	0.46098	1.93483	0.88597	0.45758	1.96535	1.41306	1.41242	NA	0.96181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	60000	2022-05-06 06:00:00	2022-05-06 06:00:00	2022-05-06	0	2022-05-06 05:30:01	2022-05-06 06:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4298	10.0	1.02121	NA	2.15455	0.69022	1.77732	0.91757	0.68756	1.81548	1.50329	1.51061	NA	1.05039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-06	0	2022-05-06 01:30:01	2022-05-06 02:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4129	10.0	0.76109	NA	1.90358	0.063094	1.39452	0.56198	0.059062	1.42264	1.23162	1.23524	NA	0.78455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-06	0	2022-05-06 01:30:01	2022-05-06 02:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4058	10.0	1.06505	NA	2.64937	0.69236	2.21981	1.00413	0.69498	2.23658	1.49828	1.48939	NA	1.09697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	20000	2022-05-06 02:00:00	2022-05-06 02:00:00	2022-05-06	0	2022-05-06 01:30:01	2022-05-06 02:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4082	10.0	0.97908	NA	2.07513	0.63709	1.70873	0.9895	0.63213	1.74486	1.55769	1.55535	NA	1.01006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4281	10.0	0.89108	NA	2.17338	0.072016	1.61886	0.76376	0.064638	1.65595	1.33904	1.33915	NA	0.91962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4210	10.0	0.88016	NA	2.23027	-0.014205	1.77991	0.90326	-0.010331	1.8113	1.43006	1.42333	NA	0.90915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	140000	2022-05-06 14:00:00	2022-05-06 14:00:00	2022-05-06	0	2022-05-06 13:30:01	2022-05-06 14:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4178	10.0	1.01354	NA	2.15331	0.57713	1.79381	0.94035	0.57481	1.82989	1.51873	1.52455	NA	1.04487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	290000	2022-05-07 05:00:00	2022-05-07 05:00:00	2022-05-06	0	2022-05-07 04:30:01	2022-05-07 05:30:00	TMP	K	Z2	TMP	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4184	10.0	1.1055	NA	2.98004	-0.31704	2.25224	0.82474	-0.32276	2.28566	1.36853	1.37484	NA	1.1305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	290000	2022-05-07 05:00:00	2022-05-07 05:00:00	2022-05-06	0	2022-05-07 04:30:01	2022-05-07 05:30:00	DPT	K	Z2	DPT	NA	Z2	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4114	10.0	1.40618	NA	3.21658	0.92181	2.9331	1.19184	0.92349	2.9458	1.61811	1.62187	NA	1.43987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
V10.1.1	RRFS_GDAS_GF.SPP.SPPT	NA	290000	2022-05-07 05:00:00	2022-05-07 05:00:00	2022-05-06	0	2022-05-07 04:30:01	2022-05-07 05:30:00	WIND	m/s	Z10	WIND	NA	Z10	ADPSFC	CONUS	NEAREST	1	NA	NA	-9999	-9999	ECNT	4129	10.0	1.13078	NA	2.27436	0.77899	1.94792	1.15354	0.77611	1.98502	1.65638	1.66453	NA	1.15884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ECNT_IGN	
